shipment_id,request_date,origin_hub,carrier,pickup_status,pickup_duration_hours
SHP101434,2026-06-10,Dhaka Hub,Sundarban Courier,Completed,3.57
SHP101435,2025-09-11,Khulna Hub,Pathao Courier,Completed,1.69
SHP101436,2025-10-24,Chattogram Hub,Pathao Courier,Completed,3.36
SHP101437,2025-10-09,Chattogram Hub,Pathao Courier,Completed,2.41
SHP101438,2026-05-03,Dhaka Hub,eCourier,Failed,2.21
SHP101439,2026-04-03,Barisal Hub,Steadfast Courier,Completed,3.23
SHP101440,2026-02-12,Chattogram Hub,RedX,Completed,3.92
SHP101441,2025-11-23,Khulna Hub,Pathao Courier,Completed,2.59
SHP101442,2025-10-01,Rangpur Hub,RedX,Completed,3.34
SHP101443,2026-03-16,Dhaka Hub,eCourier,Completed,2.13
SHP101444,2025-11-19,Rajshahi Hub,eCourier,Completed,2.84
SHP101445,2026-03-24,Chattogram Hub,Sundarban Courier,Completed,5.41
SHP101446,2026-04-26,Sylhet Hub,Pathao Courier,Completed,4.81
SHP101447,2026-06-21,Barisal Hub,Steadfast Courier,Completed,3.97
SHP101448,2026-02-18,Comilla Hub,eCourier,Completed,2.7
SHP101449,2025-09-02,Mymensingh Hub,Pathao Courier,Completed,2.13
SHP101450,2025-12-07,Comilla Hub,eCourier,Completed,3.06
SHP101451,2026-06-23,Dhaka Hub,Pathao Courier,Completed,3.09
SHP101452,2026-03-04,Sylhet Hub,Pathao Courier,Failed,2.91
SHP101453,2026-04-03,Rangpur Hub,eCourier,Completed,2.34
SHP101454,2026-02-06,Mymensingh Hub,RedX,Completed,3.76
SHP101455,2025-10-27,Chattogram Hub,Sundarban Courier,Completed,4.1
SHP101456,2026-07-08,Chattogram Hub,Steadfast Courier,Completed,4.68
SHP101457,2026-05-26,Khulna Hub,eCourier,Pending,
SHP101458,2026-08-11,Rangpur Hub,Pathao Courier,Cancelled,
SHP101459,2026-06-24,Barisal Hub,RedX,Completed,2.25
SHP101460,2025-12-10,Dhaka Hub,eCourier,Completed,4.37
SHP101461,2025-11-27,Dhaka Hub,RedX,Completed,2.13
SHP101462,2025-11-25,Comilla Hub,Steadfast Courier,Completed,2.24
SHP101463,2026-07-15,Sylhet Hub,RedX,Completed,2.1
SHP101464,2026-03-12,Mymensingh Hub,Pathao Courier,Pending,
SHP101465,2026-02-05,Mymensingh Hub,Pathao Courier,Completed,2.53
SHP101466,2026-08-02,Comilla Hub,eCourier,Completed,2.15
SHP101467,2026-03-28,Chattogram Hub,Steadfast Courier,Completed,3.89
SHP101468,2026-07-12,Rajshahi Hub,Pathao Courier,Completed,1.77
SHP101469,2026-08-07,Rajshahi Hub,Pathao Courier,Failed,2.57
SHP101470,2025-09-28,Dhaka Hub,eCourier,Cancelled,
SHP101471,2026-01-04,Sylhet Hub,Pathao Courier,Completed,3.73
SHP101472,2026-05-13,Sylhet Hub,Pathao Courier,Completed,3.76
SHP101473,2026-06-09,Dhaka Hub,Steadfast Courier,Pending,
SHP101474,2025-10-22,Chattogram Hub,eCourier,Pending,
SHP101475,2025-12-20,Sylhet Hub,Steadfast Courier,Completed,3.46
SHP101476,2026-03-09,Rangpur Hub,RedX,Completed,2.66
SHP101477,2026-06-04,Mymensingh Hub,Sundarban Courier,Completed,2.8
SHP101478,2025-10-10,Barisal Hub,Steadfast Courier,Cancelled,
SHP101479,2026-03-27,Rangpur Hub,Sundarban Courier,Completed,3.28
SHP101480,2025-12-12,Dhaka Hub,Pathao Courier,Completed,1.42
SHP101481,2025-11-14,Khulna Hub,Steadfast Courier,Completed,2.53
SHP101482,2026-02-26,Dhaka Hub,RedX,Completed,2.68
SHP101483,2026-01-22,Chattogram Hub,Steadfast Courier,Completed,2.33
SHP101484,2026-04-08,Barisal Hub,Pathao Courier,Completed,4.35
SHP101485,2025-12-19,Narayanganj Hub,Steadfast Courier,Completed,1.68
SHP101486,2026-06-12,Chattogram Hub,RedX,Completed,4.16
SHP101487,2025-09-28,Khulna Hub,RedX,Completed,2.73
SHP101488,2026-06-26,Dhaka Hub,Steadfast Courier,Completed,2.15
SHP101489,2025-09-11,Barisal Hub,Sundarban Courier,Completed,4.71
SHP101490,2026-05-13,Dhaka Hub,eCourier,Completed,1.99
SHP101491,2025-12-29,Sylhet Hub,RedX,Completed,1.82
SHP101492,2026-01-11,Chattogram Hub,eCourier,Completed,5.08
SHP101493,2025-09-07,Dhaka Hub,Steadfast Courier,Pending,
SHP101494,2026-05-01,Rangpur Hub,RedX,Pending,
SHP101495,2025-10-28,Rajshahi Hub,Pathao Courier,Completed,2.81
SHP101496,2026-04-17,Mymensingh Hub,Pathao Courier,Completed,1.45
SHP101497,2026-05-09,Narayanganj Hub,Steadfast Courier,Completed,2.82
SHP101498,2026-06-20,Chattogram Hub,Steadfast Courier,Failed,4.45
SHP101499,2026-05-03,Rangpur Hub,Steadfast Courier,Failed,3.9
SHP101500,2025-12-14,Chattogram Hub,Pathao Courier,Completed,3.33
SHP101501,2026-05-14,Sylhet Hub,Sundarban Courier,Completed,4.11
SHP101502,2026-06-13,Mymensingh Hub,eCourier,Failed,2.68
SHP101503,2025-12-19,Comilla Hub,eCourier,Completed,2.75
SHP101504,2025-10-13,Chattogram Hub,Pathao Courier,Completed,2.7
SHP101505,2026-07-05,Rangpur Hub,RedX,Completed,3.0
SHP101506,2025-10-22,Rangpur Hub,Pathao Courier,Completed,3.55
SHP101507,2026-03-25,Dhaka Hub,Sundarban Courier,Completed,2.94
SHP101508,2025-11-21,Rajshahi Hub,Pathao Courier,Completed,1.31
SHP101509,2025-10-14,Sylhet Hub,Pathao Courier,Completed,3.13
SHP101510,2026-05-27,Dhaka Hub,Pathao Courier,Completed,1.49
SHP101511,2025-10-20,Khulna Hub,Steadfast Courier,Completed,2.33
SHP101512,2026-04-20,Narayanganj Hub,eCourier,Completed,2.66
SHP101513,2026-04-28,Rangpur Hub,Steadfast Courier,Completed,3.16
SHP101514,2025-09-21,Dhaka Hub,Sundarban Courier,Completed,3.82
SHP101515,2025-10-30,Dhaka Hub,Sundarban Courier,Completed,3.27
SHP101516,2026-06-02,Chattogram Hub,Sundarban Courier,Completed,4.15
SHP101517,2026-02-23,Dhaka Hub,RedX,Completed,2.48
SHP101518,2025-10-12,Dhaka Hub,Sundarban Courier,Completed,2.63
SHP101519,2026-08-10,Barisal Hub,eCourier,Pending,
SHP101520,2025-12-01,Khulna Hub,eCourier,Completed,2.63
SHP101521,2025-09-02,Barisal Hub,Steadfast Courier,Completed,3.76
SHP101522,2026-07-17,Barisal Hub,Pathao Courier,Completed,4.0
SHP101523,2025-09-06,Dhaka Hub,RedX,Completed,2.35
SHP101524,2026-03-11,Narayanganj Hub,Pathao Courier,Completed,1.34
SHP101525,2026-08-10,Narayanganj Hub,Pathao Courier,Completed,1.12
SHP101526,2026-03-19,Dhaka Hub,eCourier,Completed,2.93
SHP101527,2026-03-22,Dhaka Hub,RedX,Completed,2.38
SHP101528,2026-01-13,Mymensingh Hub,eCourier,Completed,3.26
SHP101529,2025-10-14,Rajshahi Hub,Pathao Courier,Completed,2.13
SHP101530,2026-03-18,Narayanganj Hub,Steadfast Courier,Pending,
SHP101531,2026-07-08,Dhaka Hub,Steadfast Courier,Completed,2.69
SHP101532,2025-10-02,Rangpur Hub,Sundarban Courier,Completed,2.15
SHP101533,2026-07-02,Khulna Hub,Steadfast Courier,Pending,
SHP101534,2026-01-22,Khulna Hub,Pathao Courier,Completed,2.78
SHP101535,2026-03-05,Dhaka Hub,eCourier,Completed,2.74
SHP101536,2025-10-28,Rajshahi Hub,Steadfast Courier,Completed,3.38
SHP101537,2026-04-04,Chattogram Hub,eCourier,Completed,5.57
SHP101538,2025-11-03,Dhaka Hub,eCourier,Failed,2.27
SHP101539,2025-12-04,Mymensingh Hub,Sundarban Courier,Completed,2.47
SHP101540,2026-05-08,Dhaka Hub,eCourier,Completed,1.53
SHP101541,2025-09-18,Chattogram Hub,RedX,Completed,3.83
SHP101542,2026-02-02,Dhaka Hub,Pathao Courier,Completed,0.68
SHP101543,2026-03-25,Barisal Hub,Pathao Courier,Completed,2.62
SHP101544,2025-10-16,Chattogram Hub,eCourier,Completed,4.5
SHP101545,2025-12-11,Narayanganj Hub,RedX,Cancelled,
SHP101546,2025-12-28,Rangpur Hub,RedX,Completed,2.26
SHP101547,2026-04-18,Comilla Hub,Steadfast Courier,Failed,2.46
SHP101548,2026-08-04,Dhaka Hub,RedX,Completed,1.23
SHP101549,2026-06-17,Rajshahi Hub,Sundarban Courier,Completed,1.48
SHP101550,2025-11-05,Mymensingh Hub,Sundarban Courier,Completed,3.21
SHP101551,2025-09-07,Narayanganj Hub,RedX,Completed,1.92
SHP101552,2025-09-18,Rajshahi Hub,eCourier,Completed,2.8
SHP101553,2026-03-26,Narayanganj Hub,RedX,Completed,2.01
SHP101554,2025-10-25,Dhaka Hub,RedX,Completed,1.95
SHP101555,2025-11-20,Dhaka Hub,eCourier,Failed,2.59
SHP101556,2026-06-21,Sylhet Hub,eCourier,Completed,3.61
SHP101557,2026-06-30,Chattogram Hub,eCourier,Failed,4.04
SHP101558,2026-06-18,Comilla Hub,Pathao Courier,Completed,1.64
SHP101559,2025-11-27,Dhaka Hub,eCourier,Completed,4.22
SHP101560,2026-04-03,Chattogram Hub,RedX,Pending,
SHP101561,2026-03-31,Chattogram Hub,Pathao Courier,Completed,4.71
SHP101562,2025-11-04,Barisal Hub,RedX,Failed,4.0
SHP101563,2026-03-11,Dhaka Hub,eCourier,Completed,2.28
SHP101564,2026-03-01,Mymensingh Hub,RedX,Completed,1.8
SHP101565,2026-01-16,Comilla Hub,eCourier,Completed,2.74
SHP101566,2026-05-19,Sylhet Hub,Sundarban Courier,Failed,4.02
SHP101567,2026-04-23,Dhaka Hub,Pathao Courier,Failed,2.74
SHP101568,2026-03-04,Dhaka Hub,Sundarban Courier,Completed,2.26
SHP101569,2026-05-10,Dhaka Hub,Sundarban Courier,Completed,2.08
SHP101570,2026-05-23,Dhaka Hub,RedX,Completed,1.1
SHP101571,2026-03-16,Khulna Hub,eCourier,Completed,2.42
SHP101572,2025-12-02,Chattogram Hub,eCourier,Completed,3.95
SHP101573,2026-05-21,Dhaka Hub,Pathao Courier,Completed,1.69
SHP101574,2026-05-07,Mymensingh Hub,Sundarban Courier,Completed,2.78
SHP101575,2026-08-07,Rajshahi Hub,Pathao Courier,Completed,1.38
SHP101576,2025-10-22,Rajshahi Hub,RedX,Failed,2.59
SHP101577,2026-01-24,Barisal Hub,Pathao Courier,Completed,2.53
SHP101578,2026-07-17,Mymensingh Hub,RedX,Failed,1.11
SHP101579,2026-02-26,Barisal Hub,eCourier,Completed,3.39
SHP101580,2026-07-24,Dhaka Hub,RedX,Failed,1.91
SHP101581,2025-09-05,Chattogram Hub,Sundarban Courier,Completed,5.49
SHP101582,2025-09-13,Khulna Hub,Sundarban Courier,Completed,2.97
SHP101583,2026-06-03,Dhaka Hub,RedX,Completed,0.88
SHP101584,2026-01-03,Narayanganj Hub,RedX,Completed,2.39
SHP101585,2026-02-27,Dhaka Hub,Pathao Courier,Completed,2.45
SHP101586,2026-01-27,Rangpur Hub,Steadfast Courier,Completed,2.29
SHP101587,2026-01-20,Narayanganj Hub,RedX,Completed,2.17
SHP101588,2026-07-23,Dhaka Hub,Sundarban Courier,Completed,3.84
SHP101589,2025-10-03,Sylhet Hub,Pathao Courier,Completed,2.6
SHP101590,2026-05-26,Dhaka Hub,Sundarban Courier,Completed,3.5
SHP101591,2026-07-05,Mymensingh Hub,Sundarban Courier,Completed,3.61
SHP101592,2026-04-16,Rangpur Hub,Pathao Courier,Completed,2.55
SHP101593,2026-01-15,Comilla Hub,RedX,Completed,1.35
SHP101594,2025-10-26,Dhaka Hub,Sundarban Courier,Completed,3.75
SHP101595,2026-04-25,Rangpur Hub,Steadfast Courier,Completed,3.34
SHP101596,2026-02-10,Khulna Hub,Steadfast Courier,Completed,2.9
SHP101597,2025-10-22,Sylhet Hub,Pathao Courier,Cancelled,
SHP101598,2026-01-03,Comilla Hub,Pathao Courier,Completed,3.15
SHP101599,2026-07-30,Mymensingh Hub,eCourier,Completed,1.79
SHP101600,2025-12-01,Barisal Hub,Steadfast Courier,Completed,4.26
SHP101601,2025-11-01,Dhaka Hub,Steadfast Courier,Completed,2.13
SHP101602,2026-04-24,Dhaka Hub,Pathao Courier,Failed,0.95
SHP101603,2025-11-09,Dhaka Hub,Pathao Courier,Completed,1.42
SHP101604,2026-07-16,Dhaka Hub,Pathao Courier,Failed,2.41
SHP101605,2026-06-25,Rangpur Hub,eCourier,Completed,2.99
SHP101606,2026-08-07,Chattogram Hub,RedX,Completed,3.78
SHP101607,2026-07-13,Chattogram Hub,RedX,Completed,3.21
SHP101608,2025-11-24,Dhaka Hub,RedX,Cancelled,
SHP101609,2025-11-13,Dhaka Hub,Pathao Courier,Completed,2.56
SHP101610,2025-12-28,Chattogram Hub,RedX,Completed,5.12
SHP101611,2026-02-10,Dhaka Hub,Pathao Courier,Completed,1.85
SHP101612,2026-07-02,Khulna Hub,RedX,Completed,2.86
SHP101613,2026-05-12,Dhaka Hub,eCourier,Completed,2.93
SHP101614,2026-04-11,Dhaka Hub,RedX,Completed,2.09
SHP101615,2026-07-01,Sylhet Hub,Sundarban Courier,Completed,3.37
SHP101616,2026-04-12,Chattogram Hub,eCourier,Completed,5.25
SHP101617,2026-01-10,Chattogram Hub,eCourier,Completed,4.45
SHP101618,2026-01-21,Narayanganj Hub,Pathao Courier,Completed,1.76
SHP101619,2026-02-26,Dhaka Hub,Pathao Courier,Completed,1.5
SHP101620,2025-10-01,Comilla Hub,RedX,Completed,2.4
SHP101621,2026-05-15,Comilla Hub,Sundarban Courier,Completed,2.47
SHP101622,2026-04-14,Narayanganj Hub,Pathao Courier,Completed,1.77
SHP101623,2026-05-11,Mymensingh Hub,Pathao Courier,Completed,1.63
SHP101624,2026-03-04,Rangpur Hub,Pathao Courier,Completed,2.46
SHP101625,2026-05-29,Dhaka Hub,Sundarban Courier,Completed,3.25
SHP101626,2026-07-26,Dhaka Hub,RedX,Completed,1.78
SHP101627,2026-03-17,Rajshahi Hub,Pathao Courier,Completed,2.05
SHP101628,2026-02-01,Khulna Hub,eCourier,Completed,2.72
SHP101629,2025-10-07,Barisal Hub,Sundarban Courier,Completed,3.87
SHP101630,2026-05-28,Dhaka Hub,Sundarban Courier,Failed,2.42
SHP101631,2026-07-10,Chattogram Hub,Pathao Courier,Completed,3.34
SHP101632,2026-05-01,Barisal Hub,eCourier,Completed,4.05
SHP101633,2026-06-27,Rajshahi Hub,Steadfast Courier,Completed,3.57
SHP101634,2026-06-25,Chattogram Hub,Sundarban Courier,Completed,4.02
SHP101635,2026-06-04,Dhaka Hub,Pathao Courier,Completed,2.29
SHP101636,2026-02-21,Mymensingh Hub,Pathao Courier,Pending,
SHP101637,2025-10-05,Mymensingh Hub,Pathao Courier,Completed,1.92
SHP101638,2025-09-02,Dhaka Hub,eCourier,Completed,2.14
SHP101639,2025-11-10,Rangpur Hub,Pathao Courier,Completed,3.23
SHP101640,2026-01-28,Dhaka Hub,Steadfast Courier,Completed,0.66
SHP101641,2026-05-16,Sylhet Hub,RedX,Completed,2.23
SHP101642,2026-02-05,Sylhet Hub,RedX,Completed,3.79
SHP101643,2025-09-09,Chattogram Hub,eCourier,Completed,5.1
SHP101644,2025-11-12,Chattogram Hub,Pathao Courier,Completed,4.9
SHP101645,2026-08-05,Sylhet Hub,eCourier,Completed,3.96
SHP101646,2026-08-08,Barisal Hub,Pathao Courier,Completed,3.63
SHP101647,2026-01-09,Chattogram Hub,eCourier,Completed,2.98
SHP101648,2026-06-06,Khulna Hub,RedX,Completed,2.14
SHP101649,2026-05-07,Chattogram Hub,Pathao Courier,Completed,4.06
SHP101650,2026-07-20,Narayanganj Hub,eCourier,Completed,2.19
SHP101651,2026-07-05,Barisal Hub,Pathao Courier,Failed,3.23
SHP101652,2026-04-06,Mymensingh Hub,Pathao Courier,Completed,2.9
SHP101653,2026-01-15,Sylhet Hub,eCourier,Completed,4.76
SHP101654,2026-04-05,Dhaka Hub,Sundarban Courier,Completed,3.01
SHP101655,2025-12-20,Dhaka Hub,Steadfast Courier,Completed,2.32
SHP101656,2025-12-30,Mymensingh Hub,RedX,Completed,2.44
SHP101657,2026-03-30,Barisal Hub,RedX,Completed,2.85
SHP101658,2026-03-17,Mymensingh Hub,Sundarban Courier,Completed,3.45
SHP101659,2026-03-21,Barisal Hub,Pathao Courier,Completed,2.93
SHP101660,2026-01-12,Dhaka Hub,Steadfast Courier,Completed,2.88
SHP101661,2026-01-20,Sylhet Hub,Pathao Courier,Cancelled,
SHP101662,2025-09-04,Chattogram Hub,RedX,Completed,3.03
SHP101663,2026-03-28,Sylhet Hub,Pathao Courier,Failed,3.46
SHP101664,2026-03-19,Rajshahi Hub,Pathao Courier,Cancelled,
SHP101665,2026-07-21,Khulna Hub,RedX,Completed,2.83
SHP101666,2026-02-22,Rajshahi Hub,eCourier,Completed,1.87
SHP101667,2026-02-09,Dhaka Hub,eCourier,Completed,2.63
SHP101668,2025-09-24,Sylhet Hub,Steadfast Courier,Completed,3.05
SHP101669,2025-11-08,Dhaka Hub,Sundarban Courier,Completed,3.67
SHP101670,2025-12-26,Khulna Hub,Sundarban Courier,Completed,3.52
SHP101671,2026-01-09,Chattogram Hub,Pathao Courier,Completed,3.64
SHP101672,2026-01-04,Dhaka Hub,eCourier,Completed,2.47
SHP101673,2026-01-15,Narayanganj Hub,Sundarban Courier,Completed,4.07
SHP101674,2026-05-25,Dhaka Hub,RedX,Completed,2.54
SHP101675,2025-10-16,Rajshahi Hub,Pathao Courier,Completed,1.67
SHP101676,2025-12-24,Rajshahi Hub,eCourier,Pending,
SHP101677,2025-10-27,Khulna Hub,eCourier,Completed,2.25
SHP101678,2025-12-16,Barisal Hub,Steadfast Courier,Completed,3.77
SHP101679,2026-04-25,Rajshahi Hub,Pathao Courier,Cancelled,
SHP101680,2025-09-17,Mymensingh Hub,Steadfast Courier,Completed,2.84
SHP101681,2025-12-27,Dhaka Hub,Pathao Courier,Completed,1.65
SHP101682,2025-09-09,Dhaka Hub,Sundarban Courier,Completed,2.69
SHP101683,2026-07-28,Khulna Hub,Pathao Courier,Completed,1.29
SHP101684,2026-05-10,Chattogram Hub,Pathao Courier,Completed,3.79
SHP101685,2025-11-24,Dhaka Hub,RedX,Completed,2.06
SHP101686,2025-11-08,Chattogram Hub,Pathao Courier,Completed,2.78
SHP101687,2025-10-05,Rajshahi Hub,Sundarban Courier,Completed,2.95
SHP101688,2026-02-11,Mymensingh Hub,RedX,Completed,1.74
SHP101689,2026-05-19,Dhaka Hub,eCourier,Pending,
SHP101690,2026-03-22,Chattogram Hub,RedX,Completed,2.97
SHP101691,2026-07-02,Dhaka Hub,RedX,Completed,2.34
SHP101692,2025-12-28,Narayanganj Hub,Pathao Courier,Completed,1.14
SHP101693,2025-12-06,Dhaka Hub,eCourier,Completed,2.53
SHP101694,2026-02-13,Dhaka Hub,Pathao Courier,Completed,2.37
SHP101695,2025-11-09,Chattogram Hub,Pathao Courier,Failed,3.95
SHP101696,2026-08-04,Dhaka Hub,Pathao Courier,Completed,2.04
SHP101697,2025-11-04,Barisal Hub,RedX,Failed,4.32
SHP101698,2026-02-13,Dhaka Hub,Sundarban Courier,Completed,2.58
SHP101699,2026-02-28,Khulna Hub,RedX,Completed,2.48
SHP101700,2025-09-20,Dhaka Hub,Sundarban Courier,Pending,
SHP101701,2026-02-10,Rajshahi Hub,Sundarban Courier,Completed,2.34
SHP101702,2026-02-05,Dhaka Hub,Sundarban Courier,Completed,2.0
SHP101703,2025-11-29,Dhaka Hub,Pathao Courier,Completed,1.48
SHP101704,2025-10-15,Mymensingh Hub,Sundarban Courier,Completed,3.14
SHP101705,2025-09-16,Comilla Hub,RedX,Completed,3.14
SHP101706,2025-09-03,Chattogram Hub,RedX,Completed,3.89
SHP101707,2026-02-14,Khulna Hub,Pathao Courier,Completed,2.03
SHP101708,2025-10-02,Barisal Hub,RedX,Pending,
SHP101709,2026-07-29,Rangpur Hub,Sundarban Courier,Completed,3.35
SHP101710,2025-11-24,Khulna Hub,Pathao Courier,Completed,1.54
SHP101711,2026-04-14,Khulna Hub,Pathao Courier,Completed,2.88
SHP101712,2026-04-22,Rangpur Hub,Sundarban Courier,Completed,3.5
SHP101713,2026-02-19,Khulna Hub,Sundarban Courier,Completed,2.34
SHP101714,2026-07-03,Khulna Hub,RedX,Completed,3.18
SHP101715,2025-10-09,Chattogram Hub,Pathao Courier,Completed,2.82
SHP101716,2025-11-20,Mymensingh Hub,eCourier,Pending,
SHP101717,2025-11-27,Sylhet Hub,Sundarban Courier,Completed,4.86
SHP101718,2025-10-17,Khulna Hub,RedX,Completed,2.65
SHP101719,2025-12-11,Rajshahi Hub,eCourier,Pending,
SHP101720,2025-12-18,Khulna Hub,Sundarban Courier,Completed,2.73
SHP101721,2026-05-23,Sylhet Hub,Pathao Courier,Completed,2.54
SHP101722,2025-12-14,Sylhet Hub,RedX,Completed,3.18
SHP101723,2026-07-01,Dhaka Hub,Steadfast Courier,Completed,2.93
SHP101724,2026-05-26,Mymensingh Hub,Steadfast Courier,Completed,0.93
SHP101725,2026-07-09,Dhaka Hub,Pathao Courier,Completed,2.51
SHP101726,2025-10-07,Narayanganj Hub,eCourier,Completed,2.19
SHP101727,2026-08-07,Narayanganj Hub,Sundarban Courier,Completed,2.83
SHP101728,2026-04-01,Comilla Hub,Pathao Courier,Completed,1.6
SHP101729,2026-08-06,Dhaka Hub,RedX,Completed,1.57
SHP101730,2026-01-01,Dhaka Hub,RedX,Completed,3.4
SHP101731,2026-07-27,Rajshahi Hub,RedX,Completed,1.84
SHP101732,2026-03-23,Dhaka Hub,eCourier,Completed,2.47
SHP101733,2025-09-25,Narayanganj Hub,Sundarban Courier,Completed,2.25
SHP101734,2026-01-20,Rajshahi Hub,RedX,Completed,3.88
SHP101735,2025-10-18,Mymensingh Hub,Sundarban Courier,Completed,3.05
SHP101736,2026-07-23,Narayanganj Hub,Pathao Courier,Failed,2.15
SHP101737,2025-12-15,Comilla Hub,Sundarban Courier,Completed,3.77
SHP101738,2025-11-16,Dhaka Hub,Steadfast Courier,Completed,2.61
SHP101739,2026-03-11,Narayanganj Hub,Sundarban Courier,Completed,2.77
SHP101740,2026-01-26,Dhaka Hub,Pathao Courier,Completed,2.03
SHP101741,2025-10-04,Rangpur Hub,RedX,Pending,
SHP101742,2026-06-10,Rangpur Hub,Steadfast Courier,Completed,2.44
SHP101743,2026-06-20,Dhaka Hub,Steadfast Courier,Completed,2.01
SHP101744,2026-05-16,Chattogram Hub,RedX,Completed,3.69
SHP101745,2026-04-02,Rajshahi Hub,Sundarban Courier,Completed,2.78
SHP101746,2026-01-18,Sylhet Hub,RedX,Completed,3.51
SHP101747,2026-03-07,Barisal Hub,eCourier,Completed,3.91
SHP101748,2026-02-28,Dhaka Hub,Steadfast Courier,Completed,1.77
SHP101749,2025-10-28,Chattogram Hub,eCourier,Completed,5.32
SHP101750,2025-09-29,Barisal Hub,Sundarban Courier,Failed,4.12
SHP101751,2025-11-27,Dhaka Hub,Pathao Courier,Completed,2.51
SHP101752,2026-02-05,Rajshahi Hub,RedX,Completed,1.16
SHP101753,2025-10-26,Khulna Hub,Pathao Courier,Completed,2.8
SHP101754,2025-10-07,Comilla Hub,Pathao Courier,Completed,1.2
SHP101755,2026-06-22,Narayanganj Hub,Sundarban Courier,Completed,4.25
SHP101756,2026-01-08,Barisal Hub,RedX,Completed,3.59
SHP101757,2026-03-22,Khulna Hub,eCourier,Completed,2.49
SHP101758,2026-03-01,Khulna Hub,eCourier,Completed,3.04
SHP101759,2026-05-13,Sylhet Hub,eCourier,Failed,2.85
SHP101760,2026-05-14,Rangpur Hub,eCourier,Completed,2.69
SHP101761,2025-12-12,Chattogram Hub,eCourier,Completed,4.8
SHP101762,2026-06-21,Dhaka Hub,Pathao Courier,Completed,2.52
SHP101763,2026-01-07,Sylhet Hub,RedX,Completed,3.02
SHP101764,2026-06-16,Chattogram Hub,Pathao Courier,Completed,3.89
SHP101765,2026-01-19,Mymensingh Hub,Pathao Courier,Completed,2.8
SHP101766,2025-10-09,Dhaka Hub,Pathao Courier,Completed,2.63
SHP101767,2026-05-21,Chattogram Hub,eCourier,Completed,2.97
SHP101768,2025-09-11,Dhaka Hub,eCourier,Completed,2.47
SHP101769,2026-05-26,Khulna Hub,Steadfast Courier,Completed,2.53
SHP101770,2025-09-15,Chattogram Hub,Steadfast Courier,Completed,3.2
SHP101771,2025-11-11,Rajshahi Hub,Steadfast Courier,Completed,1.7
SHP101772,2026-03-28,Rangpur Hub,Pathao Courier,Completed,3.48
SHP101773,2026-07-23,Rangpur Hub,Steadfast Courier,Completed,2.19
SHP101774,2026-01-20,Chattogram Hub,eCourier,Completed,3.98
SHP101775,2025-10-12,Khulna Hub,Steadfast Courier,Completed,1.96
SHP101776,2025-11-20,Chattogram Hub,Pathao Courier,Failed,3.96
SHP101777,2026-07-08,Rajshahi Hub,Pathao Courier,Completed,2.39
SHP101778,2026-05-10,Mymensingh Hub,Steadfast Courier,Completed,3.62
SHP101779,2025-10-05,Mymensingh Hub,Pathao Courier,Completed,1.67
SHP101780,2026-01-12,Comilla Hub,Sundarban Courier,Completed,3.49
SHP101781,2025-12-01,Chattogram Hub,Sundarban Courier,Completed,3.57
SHP101782,2025-11-01,Mymensingh Hub,Pathao Courier,Completed,1.05
SHP101783,2026-06-20,Chattogram Hub,Pathao Courier,Completed,4.6
SHP101784,2026-04-02,Dhaka Hub,Steadfast Courier,Failed,3.13
SHP101785,2025-11-02,Khulna Hub,Steadfast Courier,Completed,2.83
SHP101786,2026-04-14,Rajshahi Hub,Steadfast Courier,Completed,3.23
SHP101787,2026-01-22,Rangpur Hub,Sundarban Courier,Completed,2.49
SHP101788,2025-09-22,Mymensingh Hub,Pathao Courier,Completed,3.2
SHP101789,2026-02-03,Comilla Hub,Sundarban Courier,Completed,2.4
SHP101790,2025-11-04,Barisal Hub,Sundarban Courier,Cancelled,
SHP101791,2025-11-24,Rajshahi Hub,Pathao Courier,Completed,4.14
SHP101792,2026-07-02,Dhaka Hub,eCourier,Completed,1.86
SHP101793,2026-05-04,Dhaka Hub,Steadfast Courier,Completed,3.3
SHP101794,2025-10-17,Dhaka Hub,RedX,Pending,
SHP101795,2026-06-22,Dhaka Hub,Sundarban Courier,Completed,2.46
SHP101796,2026-03-18,Comilla Hub,Sundarban Courier,Completed,4.59
SHP101797,2026-06-30,Barisal Hub,Pathao Courier,Completed,2.66
SHP101798,2026-05-17,Rajshahi Hub,Pathao Courier,Completed,2.17
SHP101799,2025-12-27,Dhaka Hub,RedX,Completed,2.45
SHP101800,2026-03-05,Rajshahi Hub,Sundarban Courier,Completed,2.86
